Vehicle ID,Registration State,Vehicle Make,Vehicle Model,Vehicle Year,Insurance Provider,Insurance Policy Type,Insurance Claim History,Policy Expiration Date,Vehicle Condition,Owner Age Group,Accident History
VID01897,PA,Hyundai,Camry,2013,Allstate,Liability,No,2025-07-28,Poor,46-60,4
VID01898,FL,Volkswagen,Elantra,2001,Liberty Mutual,Liability,Yes,2025-07-23,Fair,26-35,2
VID01899,TX,Nissan,Silverado,2009,Geico,Collision,No,2025-11-28,Poor,36-45,3
VID01900,NY,Hyundai,Sorento,2021,Allstate,Full Coverage,Yes,2026-02-12,Fair,26-35,2
VID01901,MI,Toyota,F-150,2012,Progressive,Collision,No,2026-02-01,Poor,46-60,5
VID01902,OH,Toyota,Civic,2021,Liberty Mutual,Liability,Yes,2025-07-07,Good,26-35,5
VID01903,GA,Mercedes,C-Class,2005,Progressive,Collision,No,2025-07-28,Fair,18-25,1
VID01904,IL,BMW,Jetta,2013,State Farm,Collision,Yes,2025-04-30,Fair,60+,1
VID01905,NC,Kia,Elantra,2019,State Farm,Full Coverage,No,2025-10-05,Fair,60+,0
VID01906,CA,Kia,Altima,2011,Farmers,Comprehensive,No,2025-12-03,Poor,60+,5
VID01907,PA,Ford,3 Series,2008,Geico,Full Coverage,No,2025-07-16,Fair,26-35,3
VID01908,NY,Hyundai,Elantra,2017,Liberty Mutual,Comprehensive,Yes,2026-01-03,Fair,46-60,3
VID01909,TX,BMW,Camry,2019,State Farm,Full Coverage,No,2025-08-22,Poor,18-25,1
VID01910,CA,Kia,Sorento,2000,Progressive,Collision,No,2025-06-22,Good,60+,4
VID01911,FL,Honda,Silverado,2000,State Farm,Liability,Yes,2025-07-16,Poor,18-25,5
VID01912,NC,Kia,3 Series,2011,Progressive,Collision,No,2025-07-25,Good,60+,3
VID01913,FL,BMW,Elantra,2001,Progressive,Liability,Yes,2026-01-11,Good,46-60,3
VID01914,MI,BMW,C-Class,2003,Allstate,Comprehensive,No,2025-06-03,Fair,36-45,3
VID01915,NY,Ford,Silverado,2012,Liberty Mutual,Liability,No,2026-01-28,Fair,60+,4
VID01916,CA,Ford,C-Class,2011,Progressive,Liability,No,2025-05-08,Fair,60+,0
VID01917,GA,Volkswagen,Camry,2010,USAA,Comprehensive,Yes,2025-11-22,Good,36-45,4
VID01918,CA,Kia,3 Series,2010,USAA,Liability,No,2025-12-17,Good,18-25,3
VID01919,CA,BMW,Camry,2008,USAA,Full Coverage,Yes,2026-02-10,Fair,36-45,1
VID01920,GA,Honda,Altima,2015,Progressive,Full Coverage,Yes,2025-09-11,Fair,46-60,2
VID01921,MI,Nissan,F-150,2005,Farmers,Liability,No,2026-02-08,Good,60+,4
VID01922,TX,Kia,Jetta,2008,USAA,Full Coverage,No,2025-08-28,Good,36-45,4
VID01923,IL,Nissan,Silverado,2014,Farmers,Liability,Yes,2025-07-19,Good,36-45,0
VID01924,GA,Volkswagen,Altima,2011,USAA,Collision,No,2025-07-16,Fair,26-35,5
VID01925,IL,Toyota,Jetta,2010,State Farm,Full Coverage,Yes,2025-12-11,Poor,46-60,3
VID01926,NC,Mercedes,Silverado,2016,Progressive,Collision,Yes,2025-09-30,Poor,36-45,2
VID01927,TX,Ford,Silverado,2005,Progressive,Full Coverage,Yes,2025-07-14,Good,18-25,3
VID01928,NC,Mercedes,Jetta,2003,Progressive,Comprehensive,Yes,2025-04-30,Good,60+,1
VID01929,OH,Kia,Altima,2000,Liberty Mutual,Liability,Yes,2025-05-12,Fair,26-35,5
VID01930,PA,Kia,Jetta,2016,Farmers,Collision,No,2025-12-12,Good,26-35,2
VID01931,NC,Toyota,Sorento,2016,Progressive,Comprehensive,No,2025-07-26,Good,18-25,5
VID01932,NY,Toyota,Elantra,2004,Geico,Comprehensive,Yes,2025-08-02,Fair,18-25,5
VID01933,CA,Kia,Elantra,2011,USAA,Full Coverage,Yes,2025-08-10,Good,18-25,5
VID01934,NC,Kia,Elantra,2022,State Farm,Liability,Yes,2025-12-01,Fair,18-25,3
VID01935,NC,Honda,3 Series,2006,Farmers,Full Coverage,Yes,2025-07-11,Good,36-45,5
VID01936,FL,Nissan,Civic,2012,Geico,Liability,Yes,2025-06-11,Poor,26-35,3
VID01937,GA,Mercedes,Jetta,2002,Progressive,Comprehensive,No,2026-03-04,Poor,18-25,4
VID01938,FL,Chevrolet,C-Class,2017,Progressive,Comprehensive,Yes,2025-09-12,Good,18-25,4
VID01939,TX,Kia,Civic,2023,Farmers,Collision,No,2026-03-25,Good,18-25,3
VID01940,NC,BMW,Altima,2019,Allstate,Liability,No,2026-02-09,Good,18-25,5
VID01941,NY,Nissan,Elantra,2008,Progressive,Collision,Yes,2025-11-26,Poor,60+,5
VID01942,OH,Kia,Silverado,2018,Geico,Full Coverage,Yes,2026-01-28,Good,36-45,1
VID01943,NY,Volkswagen,3 Series,2015,State Farm,Comprehensive,No,2025-05-14,Poor,18-25,1
VID01944,FL,Kia,Jetta,2010,Progressive,Comprehensive,Yes,2025-06-07,Fair,18-25,5
VID01945,OH,Honda,Elantra,2009,Progressive,Liability,No,2026-01-22,Good,18-25,1
VID01946,NC,Honda,Silverado,2017,Liberty Mutual,Collision,No,2026-02-17,Good,60+,4
VID01947,NC,Toyota,Sorento,2016,Geico,Full Coverage,Yes,2025-10-10,Good,26-35,0
VID01948,MI,Volkswagen,Silverado,2020,Liberty Mutual,Collision,Yes,2025-06-02,Fair,60+,1
VID01949,MI,Nissan,Civic,2022,Geico,Comprehensive,No,2025-08-12,Poor,46-60,5
VID01950,FL,Nissan,Civic,2015,Farmers,Comprehensive,Yes,2025-08-30,Good,26-35,2
VID01951,IL,Toyota,Silverado,2013,State Farm,Liability,Yes,2025-08-29,Poor,18-25,0
VID01952,CA,BMW,C-Class,2021,Allstate,Comprehensive,Yes,2026-01-12,Good,60+,0
VID01953,PA,Ford,Elantra,2000,Progressive,Comprehensive,No,2026-02-05,Fair,18-25,0
VID01954,PA,BMW,Sorento,2010,Progressive,Liability,No,2026-02-04,Poor,18-25,3
VID01955,PA,Toyota,Elantra,2006,Allstate,Full Coverage,Yes,2025-07-08,Poor,46-60,3
VID01956,CA,Volkswagen,Civic,2014,Allstate,Collision,Yes,2025-07-12,Fair,26-35,2
VID01957,NC,Honda,Sorento,2014,Progressive,Collision,No,2026-02-06,Fair,18-25,1
VID01958,FL,Honda,Camry,2012,Geico,Liability,Yes,2025-08-04,Poor,26-35,1
VID01959,TX,Volkswagen,Camry,2015,Farmers,Liability,No,2025-10-27,Fair,18-25,5
VID01960,FL,Nissan,Altima,2015,USAA,Collision,No,2025-07-15,Poor,46-60,0
VID01961,CA,Volkswagen,Elantra,2006,Liberty Mutual,Comprehensive,Yes,2026-01-17,Poor,18-25,2
VID01962,IL,Mercedes,3 Series,2005,Progressive,Full Coverage,No,2025-06-25,Good,60+,5
VID01963,FL,BMW,Elantra,2016,Allstate,Full Coverage,No,2025-11-15,Poor,60+,0
VID01964,CA,Chevrolet,Sorento,2017,Progressive,Collision,No,2025-05-02,Good,36-45,2
VID01965,CA,Volkswagen,Civic,2020,Liberty Mutual,Full Coverage,No,2025-12-12,Good,18-25,0
VID01966,TX,BMW,Civic,2017,Geico,Full Coverage,Yes,2025-07-29,Fair,36-45,3
VID01967,IL,Kia,Silverado,2009,Geico,Collision,No,2025-10-01,Good,60+,1
VID01968,NC,Volkswagen,Silverado,2005,Allstate,Collision,No,2026-03-11,Poor,26-35,2
VID01969,GA,Ford,Silverado,2007,Liberty Mutual,Liability,Yes,2025-12-23,Fair,46-60,3
VID01970,CA,Hyundai,Elantra,2008,Progressive,Comprehensive,Yes,2025-11-17,Poor,26-35,0
VID01971,NC,BMW,Civic,2014,Farmers,Comprehensive,No,2026-03-02,Poor,26-35,5
VID01972,CA,Chevrolet,Camry,2019,State Farm,Comprehensive,Yes,2025-11-19,Fair,36-45,1
VID01973,MI,BMW,Jetta,2012,Progressive,Liability,No,2025-04-30,Good,18-25,2
VID01974,GA,Chevrolet,F-150,2014,Farmers,Full Coverage,No,2025-07-28,Fair,60+,3
VID01975,NC,Kia,Altima,2018,Allstate,Full Coverage,Yes,2025-07-26,Poor,46-60,0
VID01976,OH,Mercedes,Altima,2013,Allstate,Collision,No,2025-11-26,Good,26-35,0
VID01977,NY,Nissan,Camry,2007,Farmers,Comprehensive,Yes,2025-07-25,Poor,26-35,1
VID01978,PA,Honda,Camry,2006,State Farm,Comprehensive,Yes,2026-01-17,Poor,26-35,1
VID01979,PA,Kia,Jetta,2009,Progressive,Collision,No,2025-10-01,Fair,60+,2
VID01980,PA,Ford,F-150,2012,Geico,Comprehensive,Yes,2025-11-02,Poor,60+,4
VID01981,NY,Kia,C-Class,2005,Progressive,Collision,Yes,2026-01-26,Good,60+,1
VID01982,NC,Hyundai,C-Class,2022,Progressive,Comprehensive,Yes,2025-11-17,Good,46-60,3
VID01983,OH,Chevrolet,C-Class,2018,Progressive,Comprehensive,Yes,2026-03-14,Fair,26-35,1
VID01984,IL,Toyota,F-150,2016,Liberty Mutual,Collision,No,2025-12-28,Poor,36-45,0
VID01985,IL,Kia,3 Series,2017,Allstate,Collision,No,2025-09-29,Fair,60+,1
VID01986,CA,Chevrolet,Jetta,2012,Farmers,Comprehensive,No,2025-07-31,Fair,60+,1
VID01987,GA,Hyundai,Jetta,2004,Geico,Liability,Yes,2025-12-02,Good,60+,1
VID01988,TX,Volkswagen,Jetta,2022,USAA,Full Coverage,Yes,2026-03-08,Good,46-60,1
VID01989,FL,BMW,F-150,2019,Progressive,Collision,No,2025-08-18,Fair,46-60,1
VID01990,CA,Toyota,Camry,2016,Progressive,Comprehensive,No,2025-04-28,Poor,60+,3
VID01991,IL,Toyota,Sorento,2006,Farmers,Comprehensive,No,2025-11-12,Poor,46-60,3
VID01992,NC,Mercedes,F-150,2012,USAA,Collision,Yes,2025-05-06,Good,60+,3
VID01993,IL,Ford,Civic,2012,Liberty Mutual,Collision,No,2025-05-11,Good,26-35,4
VID01994,OH,Nissan,3 Series,2015,Allstate,Comprehensive,Yes,2025-08-11,Good,26-35,0
VID01995,PA,Nissan,3 Series,2001,USAA,Collision,Yes,2025-05-29,Poor,46-60,3
VID01996,IL,Kia,Altima,2010,Farmers,Comprehensive,No,2026-01-22,Good,46-60,4
VID01997,TX,Hyundai,Sorento,2003,Liberty Mutual,Collision,No,2025-11-07,Fair,36-45,0
VID01998,MI,Honda,Jetta,2008,USAA,Comprehensive,Yes,2025-06-30,Fair,36-45,3
VID01999,TX,Kia,Sorento,2002,State Farm,Comprehensive,No,2025-05-07,Poor,46-60,3
VID02000,IL,Ford,Elantra,2009,Allstate,Comprehensive,Yes,2025-06-21,Poor,36-45,4
